"ID","Obra","Início","Término","Suporte","Categoria","Réplica?","Fonte","Instituição","País_Instituição","Nº _de_artistas","ID_artista_1","NomeArtista1","PaísNascimentoArtista1","PaísMorteArtista1","ID_artista_2","NomedoArtista2","PaísNascimentoArtista2","PaísMorteArtista2"
632,"Untitled",1960,1960,"Welded Cast Iron","NA","N","https://brucebeasley.com/portfolio/cast/","NA","NA",1,68,"Bruce Beasley","EUA","VIVO",,,,
633,"Untitled",1960,1960,"Welded Cast Iron","NA","N","https://brucebeasley.com/portfolio/cast/","NA","NA",1,68,"Bruce Beasley","EUA","VIVO",,,,
634,"Crucifixion",1960,1960,"Wood, corrugated board, wax, nylon, and thread","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/3244-crucifixion","Menil","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
635,"BLACK DAHLIA",1960,1960,"Photomechanical reproductions, feather, fabrics, rubber tubing, razor blade, nails, tobacco, sequins, string, shell, and paint encased in nylon stocking over wood","Painting and Sculpture","N","https://www.moma.org/collection/works/191637?artist_id=1215&page=1&sov_referrer=artist","MoMA","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
636,"The Box",1960,1960,"Wax figure, suitcase, tin cans, shredded nylon, and other materials, in wood box","Painting and Sculpture","N","https://www.moma.org/collection/works/80959?artist_id=1215&page=1&sov_referrer=artist","MoMA","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
637,"UNTITLED",1960,1960,"Mixed media, pearls, nylon, mesh, wire","Mixed media","N","https://www.inglettgallery.com/exhibitions/103/works/image730/","NA","NA",1,52,"Bruce Conner","EUA","EUA",,,,
638,"UNTITLED (DO NOT REMOVE)",1960,1960,"plastic pouch, ribbon with tape, embossed paper, postage stamps [verso and recto], feathers, shells and mylar ","NA","N","https://www.paulacoopergallery.com/artists/bruce-conner#tab:slideshow;slide:6","NA","NA",1,52,"Bruce Conner","EUA","EUA",,,,
639,"ST. VALENTINE'S DAY MASSACRE / HOMAGE TO ERROL FLYNN",1960,1960,"Feathers, nylon, mirrors, cut and pasted printed papers, fabric, and metal tack on Masonite","Sculpture","N","https://www.sfmoma.org/artwork/64.61/","SFMOMA","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
640,"THE BRIDE",1960,1960,"wood, nylon, string, wax, paint, candles, costume jewelry, marbles, paper doily, etc.","NA","N","https://walkerart.org/collections/artworks/the-bride","Walker Art Center","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
641,"UNTITLED, FEBRUARY 4",1960,1960,"wood, Masonite, feathers, nylon, broken mirror, silk, lace, cotton, tin, wire, plastic bead, engraving collage on paper","NA","N","https://walkerart.org/collections/artworks/untitled-february-4","Walker Art Center","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
642,"Medusa",1960,1960,"Wax, painted rubber tubing, wood, string, synthetic hair, beads and nylon stocking","Sculpture","N","https://whitney.org/collection/works/1357","Whitney Museum of American Art","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
643,"PORTRAIT OF ALLEN GINSBERG",1960,1960,"Wood, fabric, wax, metal can, glass, feathers, metal, string and spray paint","Sculpture","N","https://whitney.org/collection/works/10291","Whitney Museum of American Art","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
644,"The False Nose Game",1960,1960,"Grüner Flies, Karton, Keramik, Ton, Emaile, mechanischer Würfel","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,120,"Carl Fredrik Reuterswärd","Suécia","Suécia",,,,
645,"Compression",1960,1960,"Tôle d'acier compressée, peinture, matières plastiques et divers métaux","Sculpture","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cKGegy4","Centre Pompidou","França",1,94,"César Baldaccini","França","França",,,,
646,"Sans titre (Wrapped Magazines)",1960,1960,"polyethylene, rope and paper magazines","NA","N","https://www.artnet.com/artists/christo/sans-titre-wrapped-magazines-PCIUu6pjbKLbEvmzz1Zq-g2","NA","NA",1,59,"Christo","Bulgária","EUA",,,,
647,"Le Lieu de Repos de la Famille Delbeck",1960,1960,"mixed media","Assemblage","N","https://www.collection.pictet/artwork/le-lieu-de-repos-de-la-famille-delbeck","Collection Pictet","Suíça",1,21,"Daniel Spoerri","Suíça","Áustria",,,,
648,"Kichka's Breakfast I",1960,1960,"Wood chair hung on wall with board across seat, coffeepot, tumbler, china, eggcups, eggshells, cigarette butts, spoons, tin cans, and other materials","Painting and Sculpture","N","https://www.moma.org/collection/works/81430?artist_id=5569&page=1&sov_referrer=artist","MoMA","EUA",1,21,"Daniel Spoerri","Suíça","Áustria",,,,
649,"Ohio Gothic",1960,1960,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/ohio-gothic-1960/","Pugliese Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
650,"A Lady Named Zoa",1960,1960,"Paint, fiberglass, mannequin parts, dispensing machine, enameling kiln and stool","Sculpture; assemblages","N","https://collections.lacma.org/node/252268","Los Angeles County Museum of Art","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
651,"The U.S. Duck, or Home from the Summit",1960,1960,"Sculpture; assemblages","Sculpture; assemblages","N","https://collections.lacma.org/node/189391","Los Angeles County Museum of Art","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
652,"The Mort Soul Searcher",1960,1960,"Mixed media assemblage with power drill and electric lights","ASSEMBLAGE","N","https://emuseum.mfah.org/objects/150221/the-mort-soul-searcher?ctx=60ad4fe04e6feae9b657961df690c4f1f6a38c4a&idx=0","Museum of Fine Arts, Houston","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
653,"Ida Franger",1960,1960,"mixed media assemblage","ASSEMBLAGE","N","https://www.lalouver.com/html/gallery-history-images/other-resources/Kienholz-before-LACMA-brochure.pdf","NA","NA",1,3,"Edward Kienholz",,"EUA",,,,
654,"ROXYS",1960,1961,"INSTALLATION. MIXED MEDIA. EIGHT FIGURES, FURNITURE, BRIC-A-BRAC, GOLDFISH, INCENSE, DISINFECTANT, PERFUME, JUKE BOX, CLOTHING, ETC.","INSTALLATION","N","https://lesoeuvres.pinaultcollection.com/en/artwork/roxys","Pinault Collection","Itália",1,3,"Edward Kienholz","EUA","EUA",,,,
655,"Untitled (with piano keys)",1960,1960,"Mixed media","NA","N","https://thewarehousedallas.org/artists/ed-kienholz/#artist-gallery","The Warehouse","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
656,"Coda grigia (n. 791)",1960,1960,"NA","Sculpture","N","https://lesoeuvres.pinaultcollection.com/en/artwork/coda-grigia-n-791","Pinault Collection","Itália",1,127,"Fabio Mauri","Itália","Itália",,,,
657,"Untitled Composition (Propeller)",1960,1960,"Mixed media, sculpture","Mixed media, sculpture","N","https://www.louissternfinearts.com/artists/george-herms#tab:slideshow;slide:4","Louis Stern Fine Arts","EUA",1,53,"George Herms","EUA","VIVO",,,,
658,"The Librarian",1960,1960,"Assemblage: wood box, papers, books, loving cup, and painted stool","Assemblage","N","https://www.nortonsimon.org/art/detail/P.1969.091","Norton Simon Museum","EUA",1,53,"George Herms","EUA","VIVO",,,,
659,"Untitled",1960,1960,"metal, nails, cardboard on veneer wood with stamped ink","Painting; Mixed Media","N","https://americanart.si.edu/artwork/untitled-111481","Smithsonian American Art Museum","EUA",1,53,"George Herms","EUA","VIVO",,,,
660,"Raw Opium",1960,1961,"Gloves, textile stamped wood and printed paper","NA","N","https://www.moca.org/collection/work/raw-opium","The Museum of Contemporary Art, Los Angeles","EUA",1,53,"George Herms","EUA","VIVO",,,,
661,"Dans les règles de l'art II",1960,1960,"Tissus et sous-vêtements sur châssis, cuve en plexiglas","Oeuvre en 3 dimensions","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/rTqi0yz","Centre Pompidou","França",1,64,"Gérard Deschamps","França","VIVO",,,,
662,"Les Chiffons de La Châtre - Corsets roses",1960,1960,"Tissus","Oeuvre en 3 dimensions | Accumulation","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/6UBnhzb","Centre Pompidou","França",1,64,"Gérard Deschamps","França","VIVO",,,,
663,"Déculotage",1960,1960,"Assemblage de sous-vêtements dans une boîte de plexiglas","NA","N","https://www.gerard-deschamps.fr/oeuvres-4-chiffons-et-tissus.html","NA","NA",1,64,"Gérard Deschamps","França","VIVO",,,,
664,"Neo Sleep",1960,1960,"Accumulation de lingeries","NA","N","https://www.gerard-deschamps.fr/oeuvres-4-chiffons-et-tissus.html","NA","NA",1,64,"Gérard Deschamps","França","VIVO",,,,
665,"Pan Pan Cul Cul",1960,1960,"Accumulation de lingeries","NA","N","https://www.gerard-deschamps.fr/oeuvres-4-chiffons-et-tissus.html","NA","NA",1,64,"Gérard Deschamps","França","VIVO",,,,
666,"REN GAINES",1960,1960,"NA","NA","N","https://www.gerard-deschamps.fr/oeuvres-4-chiffons-et-tissus.html","NA","NA",1,64,"Gérard Deschamps","França","VIVO",,,,
667,"Twist A Gaines",1960,1960,"Lingeries","NA","N","https://www.gerard-deschamps.fr/oeuvres-4-chiffons-et-tissus.html","NA","NA",1,64,"Gérard Deschamps","França","VIVO",,,,
668,"Between Heaven and Hell",1960,1965,"Wood, metal, stones, bones, dolls, fabric, and oil paint","Sculpture; assemblages","N","https://collections.lacma.org/node/172447","Los Angeles County Museum of Art","EUA",1,98,"Gordon Wagner","EUA","EUA",,,,
669,"Recreation of First Public Demonstration of Auto-Destructive Art",1960,1960,"Glass, fabric, table, trash bag, paper, plastic and steel","Installation","S","https://www.tate.org.uk/art/artworks/metzger-recreation-of-first-public-demonstration-of-auto-destructive-art-t12156","Tate Museum","Inglaterra",1,121,"Gustav Metzger","Alemanha","Reino Unido",,,,
670,"Object under Pressure",1960,1960,"Douglas fir, metal, and pressure gauge","NA","N","https://www.artic.edu/artworks/270954/object-under-pressure","Art Institute of Chicago","EUA",1,44,"Horace Clifford Westermann","EUA","EUA",,,,
671,"Mayo",1960,1960,"Sheep jawbones and parts of a cast-iron stove","Painting and Sculpture","N","https://www.moma.org/collection/works/81334?artist_id=5701&page=1&sov_referrer=artist","MoMA","EUA",1,83,"Ian Stuart","Irlanda","Reino Unido",,,,
672,"Painted Bronze",1960,1960,"Oil on bronze","Painting and Sculpture","N","https://www.moma.org/collection/works/189521?classifications=any&date_begin=Pre-1850&date_end=1960&q=Jasper+Johns&utf8=%E2%9C%93&with_images=1","MoMA","EUA",1,1,"Jasper Johns","EUA","VIVO",,,,
673,"Painted Bronze / Ale Cans",1960,1960,"Painted bronze","NA",,"https://museum-ludwig.kulturelles-erbe-koeln.de/documents/obj/05020408","Museum Ludwig","Alemanha",1,1,"Jasper Johns","EUA","VIVO",,,,
674,"Flashlight",1960,1988,"bronze, glass","Sculpture","N","https://walkerart.org/collections/artworks/flashlight","Walker Art Center","EUA",1,1,"Jasper Johns","EUA","VIVO",,,,
675,"Painted Bronze",1960,1960,"Bronze and oil paint, three parts","Sculpture","N","https://whitney.org/collection/works/63528","Whitney Museum of American Art","EUA",1,1,"Jasper Johns","EUA","VIVO",,,,
676,"La Porte",1960,1960,"Porte en bois, bois, métal, ferraille, moteur électrique","Oeuvre en 3 dimensions | Installation mixte","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/c6rbX7E","Centre Pompidou","França",1,15,"Jean Tinguely","Suíça","Suíça",,,,
677,"Tricycle",1960,1960,"Fer, métaux de récupération","Objet","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cqppjKe","Centre Pompidou","França",1,15,"Jean Tinguely","Suíça","Suíça",,,,
678,"Sans titre",1960,1960,"Barres de fer, ressorts, fil de fer, objets trouvés, moteur et système électrique","NA","N","https://www.galerie-vallois.com/artiste/jean-tinguely/","Galerie Georges-Philippe & Nathalie Vallois","EUA",1,15,"Jean Tinguely","Suíça","Suíça",,,,
679,"Troïka ou Clochette",1960,1960,"Construction en métal soudé avec moteur électrique, chanvre, clochettes","NA","N","https://www.galerie-vallois.com/artiste/jean-tinguely/","Galerie Georges-Philippe & Nathalie Vallois","EUA",1,15,"Jean Tinguely","Suíça","Suíça",,,,
680,"Vive la liberté I",1960,1960,"Ferraille, fil électrique, rubans de caoutchouc, bois, moteur electrique 110 V","NA","N","https://www.galerie-vallois.com/artiste/jean-tinguely/","Galerie Georges-Philippe & Nathalie Vallois","EUA",1,15,"Jean Tinguely","Suíça","Suíça",,,,
681,"Totem",1960,1960,"Järnskrot, bemålat trä, papper, textil, motor","Sculpture","N","https://sis.modernamuseet.se/en/objects/1228/totem?ctx=4a4094d4e8f8213681ba92ebe8b8a3290d1841a3&idx=20","Moderna Museet","Suécia",1,15,"Jean Tinguely","Suíça","Suíça",,,,
682,"Fragment from Homage to New York",1960,1960,"Painted metal, fabric, tape, wood, and rubber tires","Painting and Sculpture","N","https://www.moma.org/collection/works/81174","MoMA","EUA",1,15,"Jean Tinguely","Suíça","Suíça",,,,
683,"Bascule (Seesaw)",1960,1960,"Steel rods and wire, aluminum pulley, brass bell, round rubber belt, and electric motor","NA","N","https://emuseum.mfah.org/objects/47855/bascule-seesaw?ctx=44c3825d608ef22a920c4827fb690c9d775401c7&idx=8","Museum of Fine Arts, Houston","EUA",1,15,"Jean Tinguely","Suíça","Suíça",,,,
684,"Frigo Duchamp",1960,1960,"“Frigidaire” refrigerator, machine parts, siren, 110 V electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-coservation/collection.html?period=&material=&detail=1cc8b044-882a-4c6f-999e-192d7ca46a99","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
685,"Homage to New York (Klaxon)",1960,1960,"Pram wheels, scrap iron, electric horn (klaxon), electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=45afb9e1-a23a-4774-89fe-ec0f71328100","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
686,"La Spirale",1960,1960,"Wooden board on iron base, metal wheel and rods, steel spring, rubber belt, Lilliput electric motor 110 V","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=c66ecc7e-eeae-4bed-80d1-ad4a58c7941f","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
687,"La Tour (Berner Zytglogge)",1960,1960,"Scrap iron, wheels, electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=e3451b09-692d-49fe-84b9-26d4673e053e","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
688,"Le soulier de Madame Lacasse",1960,1960,"Wooden podium, bicycle wheels, iron and steel rods and wires, shoe, cardboard panel (painted IKB blue) rubber belts, electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=6ad7f1d1-8322-44af-bf36-c0a68a53836f","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
689,"Les Chiottes",1960,1960,"Cast iron toilet base with flush control and fragments of the wooden seat on wooden box, electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=e70c3a31-4ee3-43b4-bf26-61268ae7a56d","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
690,"Maschinenbar",1960,1985,"Twelve elements on wooden table, iron parts, toys, small parts, twelve electric motors","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=b9388d5a-4982-4ca1-a05f-7962b9bf72ca","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
691,"Trottinette",1960,1960,"Lower part of a scooter, tricycle wheel, steel pedestal, rubber belts, Liliput electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=69d61771-e002-4fc8-8a21-9b07d942bc88","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
692,"Vive la liberté I",1960,1960,"Iron parts, wire, rubber, wood, wooden wheel, iron chain, electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=cc1a4dd8-e260-42f4-a433-34723c3765db","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
693,"Le cerveau électro-ironique (Das elektro-ironische Gehirn)",1960,1960,"EisenVerschiedene Materialien","Objekt","N","https://www.staatsgalerie.de/de/sammlung-digital/le-cerveau-electro-ironique-elektro-ironische-gehirn?filter%5Bmedium%5D%5B0%5D=Objekt&start=24&context=collection&position=30","Staatsgalerie Stuttgart","Alemanha",1,15,"Jean Tinguely","Suíça","Suíça",,,,
694,"FONTAINE",1960,1960,"NA","Sculpture","N","https://www.stedelijk.nl/en/collection/5642-jean-tinguely-fontaine","Stedelijk Museum Amsterdam","Holanda",1,15,"Jean Tinguely","Suíça","Suíça",,,,
695,"GISMO",1960,1960,"scrap metal, rubber, plastic, wood, electric motor","Sculpture","N","https://www.stedelijk.nl/en/collection/2114-jean-tinguely-gismo","Stedelijk Museum Amsterdam","Holanda",1,15,"Jean Tinguely","Suíça","Suíça",,,,
696,"Package",1960,1960,"Fabric, rope, and twine","NA","N","https://christojeanneclaude.net/artworks/packages-and-wrapped-objects/","Museum of Contemporary Art San Diego","EUA",2,67,"Jeanne-Claude","Marrocos","EUA",59,"Christo","Bulgária","EUA"
697,"Bedspring",1960,1960,"Assemblage of oil, metallic paint, candles, metal candle holders, paper, corrugated cardboard, canvas, newsprint, waxed paper, tissue paper, tape, rags, burlap, corduroy, wool, plaid cloth, bowtie, carpet, aluminum foil, and light bulb on steel-wire bed spring","Sculpture","N","https://www.guggenheim.org/artwork/1061","Guggenheim Art Museum","EUA",1,45,"Jim Dine","EUA","VIVO",,,,
698,"Poema objecte",1960,1960,"Cardboard and synthetic hair","Object","N","https://www.macba.cat/en/obra/r4780-poema-objecte/","MACBA","Espanha",1,102,"Joan Brossa","Espanha","Espanha",,,,
699,"Davis",1960,1960,"Metal","Sculpture","N","https://hirshhorn.si.edu/collection/artwork/?edanUrl=edanmdm%3Ahmsg_66.871","Hirshhorn Museum and Sculpture Garden","EUA",1,54,"John Chamberlain","EUA","EUA",,,,
700,"Essex",1960,1960,"Automobile parts and other metal","Painting and Sculpture","N","https://www.moma.org/collection/works/81285?artist_id=1060&page=1&sov_referrer=artist","MoMA","EUA",1,54,"John Chamberlain","EUA","EUA",,,,
701,"Little Red Mountain",1960,1962,"Livres, toiles, plâtre, peinture à la bombe, câbles, base en panneaux de bois","Oeuvre en 3 dimensions | Assemblage","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cnA4d66","Centre Pompidou","França",1,60,"John Latham","Inglaterra","Reino Unido",,,,
702,"Film Star",1960,1960,"NA","assemblage / collage/objects","N","https://www.tate.org.uk/art/artworks/latham-film-star-t00854","Tate Museum","Inglaterra",1,60,"John Latham","Inglaterra","Reino Unido",,,,
703,"Great Uncle Estate",1960,1960,"Books, wires, nails, metal chain, string, leather, and paint on canvas on hardboard","NA","N","https://thewarehousedallas.org/artists/john-latham/","The Warehouse","EUA",1,60,"John Latham","Inglaterra","Reino Unido",,,,
704,"The Birth of the Nuclear Atom",1960,1960,"Wood box construction: glass, gouache, metal, cork, and printed-paper collage","Sculpture","N","https://crystalbridges.emuseum.com/objects/1185/the-birth-of-the-nuclear-atom?ctx=0b3a23517061462418ab8e0ef6c241bfd302e87d&idx=1","Crystal Bridges Museum of American Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
705,"Untitled",1960,1960,"mixed media: wood: painted, glass, paper, plastic...,","Sculpture","N","https://americanart.si.edu/artwork/untitled-5720","Smithsonian American Art Museum","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
706,"untitled (Canis Major constellation)",1960,1960,"wood, glass, cork, metal, sand, paper, paint","NA","N","https://walkerart.org/collections/artworks/untitled-canis-major-constellation","Walker Art Center","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
707,"Sun Box",1960,1960,"Assemblage","Sculpture","N","https://whitney.org/collection/works/7411","Whitney Museum of American Art","EUA",1,2,"Joseph Cornell","EUA","EUA",,,,
708,"Untitled",1960,1960,"Welded metal, canvas, and wire relief","Sculpture","N","https://collections.lacma.org/node/207351","Los Angeles County Museum of Art","EUA",1,62,"Lee Bontecou","EUA","EUA",,,,
709,"Tidal Wave and Moon",1960,1960,"Acrylic on wood","Sculpture","N","https://mcachicago.org/collection/items/louise-nevelson/1597-tidal-wave-and-moon","Museum of Contemporary Art Chicago","EUA",1,4,"Louise Nevelson","Ucrânia","EUA",,,,
710,"Royal Tide I",1960,1960,"Painted wood","NA","N","https://collections.stormking.org/Detail/objects/11","Storm King Art Center","EUA",1,4,"Louise Nevelson","Ucrânia","EUA",,,,
711,"An American Tribute to the British People",1960,1964,"Painted wood","NA","N","https://www.tate.org.uk/art/artworks/nevelson-an-american-tribute-to-the-british-people-t00796","Tate Museum","Inglaterra",1,4,"Louise Nevelson","Ucrânia","EUA",,,,
712,"Untitled",1960,1961,"Wood panel with plaster-covered feathers, nails, screws, nuts, pins, razor blades, flashlight bulbs, buttons, bullets, and aluminum foil","Painting and Sculpture","N","https://www.moma.org/collection/works/81328?artist_id=5134&page=1&sov_referrer=artist","MoMA","EUA",1,82,"Lucas Samaras","Grécia","EUA",,,,
713,"Untitled",1960,1960,"pins, adhesive and book","Sculpture","N","https://www.artnet.com/artists/lucas-samaras/untitled-QVpfXjldIBHAhGxvLUPwgA2","NA","NA",1,82,"Lucas Samaras","Grécia","EUA",,,,
714,"Hygiène de la vision",1960,1960,"Bois, miroir, verre, optique","Objet","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cEbBq9x","Centre Pompidou","França",2,17,"Martial Raysse","França","VIVO",16,"Arman","França","EUA"
715,"Pourrir avec délicatesse",1960,1960,"Plastique, carton, comprimés","Objet","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cBALkKA","Centre Pompidou","França",1,17,"Martial Raysse","França","VIVO",,,,
716,"Arbre",1960,1960,"Assemblage d'objets divers en plastique et fer dans un parallépipède en plexiglas","Sculpture; assemblages","N","https://www.navigart.fr/mamac/artwork/martial-raysse-arbre-120000000000179?page=1&filters=authors%3ARAYSSE%20Martial%E2%86%B9RAYSSE%20Martial","MAMAC","França",1,17,"Martial Raysse","França","VIVO",,,,
717,"Colonne au cosmonaute",1960,1960,"Plastique et assemblage d'objets","Sculpture; assemblages","N","https://www.navigart.fr/mamac/artwork/martial-raysse-colonne-au-cosmonaute-120000000000824?page=1&filters=authors%3ARAYSSE%20Martial%E2%86%B9RAYSSE%20Martial","MAMAC","França",1,17,"Martial Raysse","França","VIVO",,,,
718,"SANS TITRE",1960,1960,"MONTAGE, MIRRORS","Assemblage","N","https://lesoeuvres.pinaultcollection.com/en/artwork/sans-titre-2","Pinault Collection","Itália",1,17,"Martial Raysse","França","VIVO",,,,
719,"Necropolis I",1960,1960,"NA","NA","N","https://www.tate.org.uk/art/artworks/raysse-necropolis-i-t03383","Tate Museum","Inglaterra",1,17,"Martial Raysse","França","VIVO",,,,
720,"Two Guns and One Knife",1960,1960,"Concrete, metal, plastic, leather, wood","Sculpture","N","https://sis.modernamuseet.se/en/objects/63437/two-guns-and-one-knife?ctx=ff8d7196ed56bdbae2dd788d500d7f808b6bf6ea&idx=0","Moderna Museet","Suécia",1,119,"Niki de Saint Phalle","França","EUA",,,,
721,"Le hachoir",1960,1960,"Farbe, Gips, Objekte auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,119,"Niki de Saint Phalle","França","EUA",,,,
722,"Paysage de la mort ou Collage de la mort",1960,1960,"Farbe, Gips, Objekte auf Holz","Objektkunst","N","https://sprengel.hannover-stadt.de/detail","Sprengel Museum Hannover","Alemanha",1,119,"Niki de Saint Phalle","França","EUA",,,,
723,"Utan titel",1960,1960,"cardboard on wood and feathers","NA","N","https://www.artnet.com/artists/per-olof-ultvedt/utan-titel-mve553RPjTN-V1qLvmSgmw2","NA","NA",1,61,"Per Olof Ultvedt","Finlândia","Suécia",,,,
724,"Artist’s Breath",1960,1960,"Balloon, wooden base","NA","N","https://www.artic.edu/artworks/255242/artist-s-breath","Art Institute of Chicago","EUA",1,19,"Piero Manzoni","Itália","Itália",,,,
725,"Thumbprint",1960,1960,"Ink on paper with colored mat","Drawings and Prints","N","https://www.moma.org/collection/works/36623?artist_id=3741&page=1&sov_referrer=artist","MoMA","EUA",1,19,"Piero Manzoni","Itália","Itália",,,,
726,"Artist’s Breath",1960,1960,"NA","tools and machinery; toys and models","N","https://www.tate.org.uk/art/artworks/manzoni-artists-breath-t07589","Tate Museum","Inglaterra",1,19,"Piero Manzoni","Itália","Itália",,,,
727,"Line of Infinite Length (Linea di lunghezza infinita)",1960,1960,"Wooden cylinder, paper label","Sculpture","N","https://www.metmuseum.org/art/collection/search/689929","The Metropolitan Museum of Art","EUA",1,19,"Piero Manzoni","Itália","Itália",,,,
728,"Uovo con impronta No. 2 (Egg with Fingerprint No. 2)",1960,1960,"Egg with thumbprint and wooden box","NA","S","https://thewarehousedallas.org/artists/piero-manzoni/","The Warehouse","EUA",1,19,"Piero Manzoni","Itália","Itália",,,,
729,"UNTITLED",1960,1960,"welded steel","NA","N","https://www.sothebys.com/en/buy/auction/2020/contemporary-art/richard-stankiewicz-untitled","NA","NA",1,56,"Richard Stankiewicz","EUA","EUA",,,,
730,"Abstract Head",1960,1960,"Welded steel","Sculpture","N","https://whitney.org/collection/works/9310","Whitney Museum of American Art","EUA",1,56,"Richard Stankiewicz","EUA","EUA",,,,
731,"Mutascopes. Good Afternoon",1960,1960,"Trä, papper och metall","Sculpture","N","https://sis.modernamuseet.se/en/objects/63378/mutascopes-good-afternoon?ctx=24ff59b71a7971ee3c785e7d553a1802eb6dd5bd&idx=237","Moderna Museet","Suécia",1,118,"Robert Breer","EUA","EUA",,,,
732,"Clowning Closes the Gap Between Clowns",1960,1965,"Felt-tip pen, gelatin silver print, mirror, wire, spray paint and stamped ink on wood","Sculpture","N","https://www.moma.org/collection/works/147039?classifications=10&date_begin=Pre-1850&date_end=1961&include_uncataloged_works=false&on_view=false&recent_acquisitions=false&with_images=true","MoMA","EUA",1,86,"Robert Filliou","França","França",,,,
733,"Le Chien de Addi",1960,1960,"Wood with stamped ink, ballpoint pen, pasted letterpress, and rubber bands","Sculpture","N","https://www.moma.org/collection/works/131989?classifications=10&date_begin=Pre-1850&date_end=1961&include_uncataloged_works=false&on_view=false&recent_acquisitions=false&with_images=true","MoMA","EUA",1,86,"Robert Filliou","França","França",,,,
734,"Zig",1960,1962,"Oil, wood, wire, and iron","Sculpture","N","https://museum-ludwig.kulturelles-erbe-koeln.de/documents/obj/05020638","Museum Ludwig","Alemanha",1,55,"Robert Indiana","EUA","EUA",,,,
735,"Ahab",1960,1962,"Gesso, oil, wood, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/ahab2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
736,"Bar",1960,1962,"Gesso, oil, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/bar2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
737,"Brow",1960,1962,"Gesso, oil, wood, wire, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/brow","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
738,"Cuba",1960,1962,"Gesso, oil, wood, and iron wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/cuba","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
